D,C,NumBur,nTour,ELECTION,Inscrits,Votants,Exprime,_NAME_,_LABEL_,BAYR,BESA,BOVE,BUFF,LAGU,LEPE,NIHO,ROYA,SARK,SCHI,VILL,VOYN,Inscrits2,Votants2,Exprime2,ROYA2,SARK2,abstention,abstention2,LIBGEO,REG,DEP,TAU2010,POP_MUN_2008,Pctabstention,PctBAYR,PctBESA,PctBOVE,PctBUFF,PctLAGU,PctLEPE,PctNIHO,PctROYA,PctSARK,PctSCHI,PctVILL,PctVOYN,Pctabstention2,PctSARK2,PctROYA2,IDENT,Strate
OUEST,374,0005,2,Pres2007,941,813,803,nbVoix,Nombre de voix,151,38,16,17,5,64,10,226,236,3,24,13,941,799,775,396,379,128,142,Soyaux,54,16,7,10289,0.1360255048,0.1880448319,0.0473225405,0.0199252802,0.0211706102,0.0062266501,0.0797011208,0.0124533001,0.2814445828,0.2938978829,0.00373599,0.0298879203,0.0161892902,0.1509032944,0.4890322581,0.5109677419,163740005,3
OUEST,374,0006,2,Pres2007,1053,925,921,nbVoix,Nombre de voix,166,66,5,15,9,47,12,267,287,2,27,18,1053,945,915,444,471,128,108,Soyaux,54,16,7,10289,0.1215574549,0.1802388708,0.0716612378,0.0054288817,0.016286645,0.009771987,0.0510314875,0.013029316,0.2899022801,0.3116178067,0.0021715527,0.0293159609,0.0195439739,0.1025641026,0.5147540984,0.4852459016,163740006,3
OUEST,374,0007,2,Pres2007,798,682,668,nbVoix,Nombre de voix,140,28,6,9,4,49,5,161,242,1,14,9,798,692,660,299,361,116,106,Soyaux,54,16,7,10289,0.1453634085,0.2095808383,0.0419161677,0.0089820359,0.0134730539,0.005988024,0.0733532934,0.0074850299,0.2410179641,0.3622754491,0.001497006,0.0209580838,0.0134730539,0.1328320802,0.546969697,0.453030303,163740007,2
OUEST,375,0001,2,Pres2007,248,211,207,nbVoix,Nombre de voix,33,16,5,3,3,13,1,70,58,0,4,1,248,213,209,117,92,37,35,Suaux,54,16,0,377,0.1491935484,0.1594202899,0.077294686,0.0241545894,0.0144927536,0.0144927536,0.0628019324,0.0048309179,0.3381642512,0.2801932367,0,0.0193236715,0.0048309179,0.1411290323,0.4401913876,0.5598086124,163750001,1
OUEST,376,0001,2,Pres2007,214,181,180,nbVoix,Nombre de voix,32,4,2,4,1,14,2,58,50,0,10,3,214,184,172,91,81,33,30,Suris,54,16,0,277,0.1542056075,0.1777777778,0.0222222222,0.0111111111,0.0222222222,0.0055555556,0.0777777778,0.0111111111,0.3222222222,0.2777777778,0,0.0555555556,0.0166666667,0.1401869159,0.4709302326,0.5290697674,163760001,3
OUEST,377,0001,2,Pres2007,84,69,65,nbVoix,Nombre de voix,12,5,3,1,0,10,3,18,12,0,1,0,84,69,66,41,25,15,15,La Tâche,54,16,0,108,0.1785714286,0.1846153846,0.0769230769,0.0461538462,0.0153846154,0,0.1538461538,0.0461538462,0.2769230769,0.1846153846,0,0.0153846154,0,0.1785714286,0.3787878788,0.6212121212,163770001,4
OUEST,378,0001,2,Pres2007,444,370,357,nbVoix,Nombre de voix,79,23,1,9,2,27,12,103,75,4,18,4,445,382,354,199,155,74,63,Taizé-Aizie,54,16,1,561,0.1666666667,0.2212885154,0.0644257703,0.0028011204,0.025210084,0.0056022409,0.0756302521,0.0336134454,0.2885154062,0.2100840336,0.0112044818,0.0504201681,0.0112044818,0.1415730337,0.4378531073,0.5621468927,163780001,3
OUEST,379,0001,2,Pres2007,1084,928,906,nbVoix,Nombre de voix,165,53,10,21,21,101,17,277,198,5,24,14,1084,934,896,526,370,156,150,Taponnat-Fleurignac,54,16,7,1458,0.1439114391,0.1821192053,0.0584988962,0.0110375276,0.0231788079,0.0231788079,0.1114790287,0.0187637969,0.3057395143,0.2185430464,0.0055187638,0.0264900662,0.0154525386,0.1383763838,0.4129464286,0.5870535714,163790001,4
OUEST,380,0001,2,Pres2007,288,249,246,nbVoix,Nombre de voix,45,11,5,4,2,18,12,73,61,2,7,6,288,251,238,122,116,39,37,Le Tâtre,54,16,0,336,0.1354166667,0.1829268293,0.0447154472,0.0203252033,0.0162601626,0.0081300813,0.0731707317,0.0487804878,0.2967479675,0.2479674797,0.0081300813,0.0284552846,0.0243902439,0.1284722222,0.487394958,0.512605042,163800001,3
OUEST,381,0001,2,Pres2007,125,113,107,nbVoix,Nombre de voix,18,5,2,3,1,10,6,33,27,0,2,0,125,115,106,62,44,12,10,Theil-Rabier,54,16,0,158,0.096,0.1682242991,0.046728972,0.0186915888,0.0280373832,0.0093457944,0.0934579439,0.0560747664,0.308411215,0.2523364486,0,0.0186915888,0,0.08,0.4150943396,0.5849056604,163810001,3
OUEST,382,0001,2,Pres2007,612,540,534,nbVoix,Nombre de voix,104,34,11,3,5,41,7,157,140,0,24,8,612,553,536,267,269,72,59,Torsac,54,16,7,770,0.1176470588,0.1947565543,0.063670412,0.0205992509,0.0056179775,0.0093632959,0.0767790262,0.0131086142,0.2940074906,0.2621722846,0,0.0449438202,0.0149812734,0.0964052288,0.5018656716,0.4981343284,163820001,3
OUEST,383,0001,2,Pres2007,531,475,469,nbVoix,Nombre de voix,78,27,6,5,3,56,7,142,128,3,12,2,531,475,456,242,214,56,56,Tourriers,54,16,7,728,0.1054613936,0.1663113006,0.0575692964,0.012793177,0.0106609808,0.0063965885,0.1194029851,0.0149253731,0.302771855,0.2729211087,0.0063965885,0.0255863539,0.0042643923,0.1054613936,0.4692982456,0.5307017544,163830001,3
OUEST,384,0001,2,Pres2007,453,379,372,nbVoix,Nombre de voix,78,7,5,2,5,35,13,98,98,0,26,5,453,397,378,190,188,74,56,Touvérac,54,16,0,744,0.1633554084,0.2096774194,0.0188172043,0.0134408602,0.0053763441,0.0134408602,0.0940860215,0.0349462366,0.2634408602,0.2634408602,0,0.0698924731,0.0134408602,0.1236203091,0.4973544974,0.5026455026,163840001,3
OUEST,385,0001,2,Pres2007,854,747,732,nbVoix,Nombre de voix,148,34,5,12,11,63,14,217,182,1,25,20,854,752,716,381,335,107,102,Touvre,54,16,7,1109,0.12529274,0.2021857923,0.0464480874,0.0068306011,0.0163934426,0.0150273224,0.0860655738,0.0191256831,0.2964480874,0.2486338798,0.0013661202,0.0341530055,0.0273224044,0.1194379391,0.467877095,0.532122905,163850001,3
OUEST,386,0001,2,Pres2007,343,286,284,nbVoix,Nombre de voix,55,12,2,3,1,51,3,48,98,2,9,0,343,293,281,112,169,57,50,Touzac,54,16,0,451,0.166180758,0.1936619718,0.0422535211,0.0070422535,0.0105633803,0.0035211268,0.1795774648,0.0105633803,0.1690140845,0.3450704225,0.0070422535,0.0316901408,0,0.1457725948,0.6014234875,0.3985765125,163860001,5
OUEST,387,0001,2,Pres2007,314,280,275,nbVoix,Nombre de voix,36,6,1,0,2,27,11,113,68,0,8,3,313,284,271,141,130,34,29,Triac-Lautrait,54,16,0,454,0.1082802548,0.1309090909,0.0218181818,0.0036363636,0,0.0072727273,0.0981818182,0.04,0.4109090909,0.2472727273,0,0.0290909091,0.0109090909,0.0926517572,0.479704797,0.520295203,163870001,6
OUEST,388,0001,2,Pres2007,564,490,485,nbVoix,Nombre de voix,85,22,7,3,6,57,3,122,147,5,20,8,564,487,469,215,254,74,77,Trois-Palis,54,16,7,786,0.1312056738,0.175257732,0.0453608247,0.0144329897,0.006185567,0.012371134,0.1175257732,0.006185567,0.2515463918,0.3030927835,0.0103092784,0.0412371134,0.0164948454,0.1365248227,0.5415778252,0.4584221748,163880001,5
OUEST,389,0001,2,Pres2007,81,69,68,nbVoix,Nombre de voix,14,2,4,0,0,8,3,22,8,2,5,0,81,71,69,51,18,12,10,Turgon,54,16,0,96,0.1481481481,0.2058823529,0.0294117647,0.0588235294,0,0,0.1176470588,0.0441176471,0.3235294118,0.1176470588,0.0294117647,0.0735294118,0,0.1234567901,0.2608695652,0.7391304348,163890001,3
OUEST,390,0001,2,Pres2007,261,228,224,nbVoix,Nombre de voix,29,9,6,3,3,23,3,62,76,0,5,5,261,222,215,111,104,33,39,Tusson,54,16,0,293,0.1264367816,0.1294642857,0.0401785714,0.0267857143,0.0133928571,0.0133928571,0.1026785714,0.0133928571,0.2767857143,0.3392857143,0,0.0223214286,0.0223214286,0.1494252874,0.4837209302,0.5162790698,163900001,1
OUEST,391,0001,2,Pres2007,106,92,90,nbVoix,Nombre de voix,17,3,1,3,0,6,3,31,18,0,4,4,106,94,87,54,33,14,12,Tuzie,54,16,0,146,0.1320754717,0.1888888889,0.0333333333,0.0111111111,0.0333333333,0,0.0666666667,0.0333333333,0.3444444444,0.2,0,0.0444444444,0.0444444444,0.1132075472,0.3793103448,0.6206896552,163910001,3
OUEST,392,0001,2,Pres2007,174,152,150,nbVoix,Nombre de voix,19,6,4,8,2,23,5,34,37,2,10,0,174,152,145,75,70,22,22,Valence,54,16,0,233,0.1264367816,0.1266666667,0.04,0.0266666667,0.0533333333,0.0133333333,0.1533333333,0.0333333333,0.2266666667,0.2466666667,0.0133333333,0.0666666667,0,0.1264367816,0.4827586207,0.5172413793,163920001,4
OUEST,393,0001,2,Pres2007,1429,1216,1191,nbVoix,Nombre de voix,215,62,16,13,17,131,14,332,318,4,55,14,1429,1222,1160,579,581,213,207,Vars,54,16,7,1937,0.1490552834,0.1805205709,0.0520570949,0.013434089,0.0109151973,0.0142737196,0.1099916037,0.0117548279,0.2787573468,0.2670025189,0.0033585223,0.0461796809,0.0117548279,0.144856543,0.500862069,0.499137931,163930001,3
OUEST,394,0001,2,Pres2007,80,74,74,nbVoix,Nombre de voix,15,2,2,2,1,5,1,11,33,0,2,0,80,70,70,24,46,6,10,Vaux-Lavalette,54,16,7,96,0.075,0.2027027027,0.027027027,0.027027027,0.027027027,0.0135135135,0.0675675676,0.0135135135,0.1486486486,0.4459459459,0,0.027027027,0,0.125,0.6571428571,0.3428571429,163940001,6
OUEST,395,0001,2,Pres2007,261,226,225,nbVoix,Nombre de voix,46,7,7,5,4,11,6,69,56,1,9,4,261,237,224,128,96,35,24,Vaux-Rouillac,54,16,0,299,0.1340996169,0.2044444444,0.0311111111,0.0311111111,0.0222222222,0.0177777778,0.0488888889,0.0266666667,0.3066666667,0.2488888889,0.0044444444,0.04,0.0177777778,0.091954023,0.4285714286,0.5714285714,163950001,3
OUEST,396,0001,2,Pres2007,79,66,64,nbVoix,Nombre de voix,14,0,4,0,0,6,6,18,13,0,3,0,80,74,72,40,32,13,6,Ventouse,54,16,0,121,0.164556962,0.21875,0,0.0625,0,0,0.09375,0.09375,0.28125,0.203125,0,0.046875,0,0.075,0.4444444444,0.5555555556,163960001,6
OUEST,397,0001,2,Pres2007,330,284,280,nbVoix,Nombre de voix,54,15,2,5,3,23,6,77,78,0,16,1,330,290,280,143,137,46,40,Verdille,54,16,0,348,0.1393939394,0.1928571429,0.0535714286,0.0071428571,0.0178571429,0.0107142857,0.0821428571,0.0214285714,0.275,0.2785714286,0,0.0571428571,0.0035714286,0.1212121212,0.4892857143,0.5107142857,163970001,3
OUEST,398,0001,2,Pres2007,78,69,65,nbVoix,Nombre de voix,11,3,1,4,0,7,0,15,20,1,2,1,78,70,64,32,32,9,8,Verneuil,54,16,0,101,0.1153846154,0.1692307692,0.0461538462,0.0153846154,0.0615384615,0,0.1076923077,0,0.2307692308,0.3076923077,0.0153846154,0.0307692308,0.0153846154,0.1025641026,0.5,0.5,163980001,5
OUEST,399,0001,2,Pres2007,289,245,243,nbVoix,Nombre de voix,51,5,3,0,4,15,9,32,106,1,14,3,289,255,245,63,182,44,34,Verrières,54,16,0,367,0.1522491349,0.2098765432,0.0205761317,0.012345679,0,0.0164609053,0.0617283951,0.037037037,0.1316872428,0.4362139918,0.0041152263,0.0576131687,0.012345679,0.1176470588,0.7428571429,0.2571428571,163990001,6
OUEST,400,0001,2,Pres2007,538,460,452,nbVoix,Nombre de voix,65,23,10,15,8,32,6,155,119,2,15,2,538,476,454,255,199,78,62,Verteuil-sur-Charente,54,16,0,686,0.1449814126,0.1438053097,0.0508849558,0.0221238938,0.0331858407,0.017699115,0.0707964602,0.0132743363,0.342920354,0.2632743363,0.0044247788,0.0331858407,0.0044247788,0.1152416357,0.4383259912,0.5616740088,164000001,4
OUEST,401,0001,2,Pres2007,119,105,104,nbVoix,Nombre de voix,10,6,0,3,0,12,0,37,28,1,6,1,119,104,103,56,47,14,15,Vervant,54,16,7,132,0.1176470588,0.0961538462,0.0576923077,0,0.0288461538,0,0.1153846154,0,0.3557692308,0.2692307692,0.0096153846,0.0576923077,0.0096153846,0.1260504202,0.4563106796,0.5436893204,164010001,4
OUEST,402,0001,2,Pres2007,218,186,181,nbVoix,Nombre de voix,35,2,4,0,1,17,5,63,39,1,11,3,218,188,181,104,77,32,30,Vibrac,54,16,7,303,0.1467889908,0.1933701657,0.0110497238,0.0220994475,0,0.0055248619,0.0939226519,0.0276243094,0.3480662983,0.2154696133,0.0055248619,0.0607734807,0.0165745856,0.1376146789,0.4254143646,0.5745856354,164020001,3
OUEST,403,0001,2,Pres2007,97,87,86,nbVoix,Nombre de voix,11,5,1,0,2,10,5,23,26,1,2,0,97,87,82,45,37,10,10,Le Vieux-Cérier,54,16,0,141,0.1030927835,0.1279069767,0.0581395349,0.011627907,0,0.023255814,0.1162790698,0.0581395349,0.2674418605,0.3023255814,0.011627907,0.023255814,0,0.1030927835,0.4512195122,0.5487804878,164030001,5
OUEST,404,0001,2,Pres2007,91,79,77,nbVoix,Nombre de voix,5,6,3,0,2,2,4,29,21,2,2,1,91,77,74,50,24,12,14,Vieux-Ruffec,54,16,0,105,0.1318681319,0.0649350649,0.0779220779,0.038961039,0,0.025974026,0.025974026,0.0519480519,0.3766233766,0.2727272727,0.025974026,0.025974026,0.012987013,0.1538461538,0.3243243243,0.6756756757,164040001,3
OUEST,405,0001,2,Pres2007,144,121,120,nbVoix,Nombre de voix,22,3,0,0,2,18,1,19,47,0,8,0,144,128,126,47,79,23,16,Vignolles,54,16,0,181,0.1597222222,0.1833333333,0.025,0,0,0.0166666667,0.15,0.0083333333,0.1583333333,0.3916666667,0,0.0666666667,0,0.1111111111,0.626984127,0.373015873,164050001,6
OUEST,406,0001,2,Pres2007,267,241,239,nbVoix,Nombre de voix,42,17,8,5,2,26,3,73,54,2,6,1,267,244,230,136,94,26,23,Vilhonneur,54,16,7,335,0.0973782772,0.1757322176,0.0711297071,0.0334728033,0.0209205021,0.0083682008,0.1087866109,0.0125523013,0.3054393305,0.2259414226,0.0083682008,0.0251046025,0.0041841004,0.0861423221,0.4086956522,0.5913043478,164060001,3
OUEST,408,0001,2,Pres2007,556,482,472,nbVoix,Nombre de voix,94,21,8,2,8,36,6,115,156,2,20,4,556,491,475,201,274,74,65,Villebois-Lavalette,54,16,7,747,0.1330935252,0.1991525424,0.0444915254,0.0169491525,0.0042372881,0.0169491525,0.0762711864,0.0127118644,0.2436440678,0.3305084746,0.0042372881,0.0423728814,0.0084745763,0.1169064748,0.5768421053,0.4231578947,164080001,3
OUEST,409,0001,2,Pres2007,842,736,720,nbVoix,Nombre de voix,137,38,13,11,19,48,14,219,168,5,34,14,842,732,681,367,314,106,110,Villefagnan,54,16,0,1038,0.1258907363,0.1902777778,0.0527777778,0.0180555556,0.0152777778,0.0263888889,0.0666666667,0.0194444444,0.3041666667,0.2333333333,0.0069444444,0.0472222222,0.0194444444,0.1306413302,0.4610866373,0.5389133627,164090001,3
OUEST,410,0001,2,Pres2007,205,180,175,nbVoix,Nombre de voix,34,10,2,2,3,11,6,52,45,1,7,2,205,180,170,95,75,25,25,Villegats,54,16,1,244,0.1219512195,0.1942857143,0.0571428571,0.0114285714,0.0114285714,0.0171428571,0.0628571429,0.0342857143,0.2971428571,0.2571428571,0.0057142857,0.04,0.0114285714,0.1219512195,0.4411764706,0.5588235294,164100001,3
OUEST,411,0001,2,Pres2007,472,398,396,nbVoix,Nombre de voix,62,15,5,3,3,57,7,108,110,1,18,7,472,406,388,194,194,74,66,Villejésus,54,16,0,555,0.156779661,0.1565656566,0.0378787879,0.0126262626,0.0075757576,0.0075757576,0.1439393939,0.0176767677,0.2727272727,0.2777777778,0.0025252525,0.0454545455,0.0176767677,0.1398305085,0.5,0.5,164110001,5
OUEST,412,0001,2,Pres2007,256,224,219,nbVoix,Nombre de voix,35,10,9,1,6,26,3,68,44,1,11,5,256,228,214,121,93,32,28,Villejoubert,54,16,7,331,0.125,0.1598173516,0.0456621005,0.0410958904,0.00456621,0.0273972603,0.1187214612,0.0136986301,0.3105022831,0.200913242,0.00456621,0.0502283105,0.0228310502,0.109375,0.4345794393,0.5654205607,164120001,3
OUEST,413,0001,2,Pres2007,91,79,78,nbVoix,Nombre de voix,12,3,1,2,1,6,2,30,15,1,2,3,91,81,74,47,27,12,10,Villiers-le-Roux,54,16,1,118,0.1318681319,0.1538461538,0.0384615385,0.0128205128,0.0256410256,0.0128205128,0.0769230769,0.0256410256,0.3846153846,0.1923076923,0.0128205128,0.0256410256,0.0384615385,0.1098901099,0.3648648649,0.6351351351,164130001,3
OUEST,414,0001,2,Pres2007,328,280,274,nbVoix,Nombre de voix,29,23,3,2,11,35,11,85,61,6,5,3,328,283,275,158,117,48,45,Villognon,54,16,0,393,0.1463414634,0.1058394161,0.0839416058,0.0109489051,0.0072992701,0.0401459854,0.1277372263,0.0401459854,0.3102189781,0.2226277372,0.0218978102,0.0182481752,0.0109489051,0.137195122,0.4254545455,0.5745454545,164140001,4
OUEST,415,0001,2,Pres2007,713,634,627,nbVoix,Nombre de voix,98,35,9,17,12,59,14,200,141,6,17,19,713,631,604,348,256,79,82,Vindelle,54,16,7,965,0.110799439,0.1562998405,0.0558213716,0.014354067,0.0271132376,0.019138756,0.0940988836,0.0223285486,0.3189792663,0.2248803828,0.009569378,0.0271132376,0.0303030303,0.1150070126,0.4238410596,0.5761589404,164150001,4
OUEST,416,0001,2,Pres2007,402,350,341,nbVoix,Nombre de voix,46,21,13,17,7,32,4,102,83,5,6,5,402,355,341,205,136,52,47,Vitrac-Saint-Vincent,54,16,0,525,0.1293532338,0.1348973607,0.0615835777,0.0381231672,0.0498533724,0.0205278592,0.0938416422,0.0117302053,0.2991202346,0.2434017595,0.0146627566,0.0175953079,0.0146627566,0.1169154229,0.3988269795,0.6011730205,164160001,4
OUEST,417,0001,2,Pres2007,108,93,92,nbVoix,Nombre de voix,18,9,1,1,2,12,2,18,23,1,4,1,108,94,86,44,42,15,14,Viville,54,16,0,134,0.1388888889,0.1956521739,0.097826087,0.0108695652,0.0108695652,0.0217391304,0.1304347826,0.0217391304,0.1956521739,0.25,0.0108695652,0.0434782609,0.0108695652,0.1296296296,0.488372093,0.511627907,164170001,6
OUEST,418,0001,2,Pres2007,1305,1154,1142,nbVoix,Nombre de voix,228,63,17,17,7,95,26,339,299,2,26,23,1305,1188,1133,614,519,151,117,Voeuil-et-Giget,54,16,7,1570,0.1157088123,0.1996497373,0.0551663748,0.0148861646,0.0148861646,0.0061295972,0.0831873905,0.0227670753,0.2968476357,0.261821366,0.0017513135,0.0227670753,0.0201401051,0.0896551724,0.4580759047,0.5419240953,164180001,3
OUEST,419,0001,2,Pres2007,275,238,238,nbVoix,Nombre de voix,36,11,2,4,4,15,4,44,99,0,11,8,275,240,228,88,140,37,35,Vouharte,54,16,7,328,0.1345454545,0.1512605042,0.0462184874,0.0084033613,0.0168067227,0.0168067227,0.0630252101,0.0168067227,0.1848739496,0.4159663866,0,0.0462184874,0.0336134454,0.1272727273,0.6140350877,0.3859649123,164190001,6
OUEST,420,0001,2,Pres2007,220,199,198,nbVoix,Nombre de voix,30,8,4,5,2,19,9,64,48,1,6,2,220,192,186,97,89,21,28,Voulgézac,54,16,7,270,0.0954545455,0.1515151515,0.0404040404,0.0202020202,0.0252525253,0.0101010101,0.095959596,0.0454545455,0.3232323232,0.2424242424,0.0050505051,0.0303030303,0.0101010101,0.1272727273,0.4784946237,0.5215053763,164200001,3
OUEST,421,0001,2,Pres2007,295,267,263,nbVoix,Nombre de voix,45,10,4,4,2,22,5,63,81,5,16,6,295,262,249,122,127,28,33,Vouthon,54,16,7,345,0.0949152542,0.1711026616,0.0380228137,0.0152091255,0.0152091255,0.0076045627,0.0836501901,0.0190114068,0.2395437262,0.3079847909,0.0190114068,0.0608365019,0.0228136882,0.1118644068,0.5100401606,0.4899598394,164210001,3
OUEST,422,0001,2,Pres2007,505,432,430,nbVoix,Nombre de voix,76,25,13,5,5,53,7,134,94,2,12,4,505,429,416,225,191,73,76,Vouzan,54,16,7,637,0.1445544554,0.176744186,0.0581395349,0.0302325581,0.011627907,0.011627907,0.123255814,0.0162790698,0.311627907,0.2186046512,0.0046511628,0.0279069767,0.0093023256,0.1504950495,0.4591346154,0.5408653846,164220001,3
OUEST,423,0001,2,Pres2007,259,228,226,nbVoix,Nombre de voix,31,10,4,2,5,38,4,50,67,1,12,2,259,230,220,95,125,31,29,Xambes,54,16,7,302,0.1196911197,0.1371681416,0.0442477876,0.017699115,0.0088495575,0.0221238938,0.1681415929,0.017699115,0.2212389381,0.296460177,0.0044247788,0.0530973451,0.0088495575,0.111969112,0.5681818182,0.4318181818,164230001,6
OUEST,424,0001,2,Pres2007,376,295,293,nbVoix,Nombre de voix,51,8,8,3,7,32,5,69,90,1,15,4,376,295,278,126,152,81,81,Yviers,54,16,0,501,0.2154255319,0.1740614334,0.0273037543,0.0273037543,0.0102389078,0.023890785,0.1092150171,0.0170648464,0.2354948805,0.3071672355,0.0034129693,0.0511945392,0.0136518771,0.2154255319,0.5467625899,0.4532374101,164240001,5
OUEST,425,0001,2,Pres2007,402,343,335,nbVoix,Nombre de voix,52,14,4,12,7,29,8,106,80,2,16,5,401,356,340,189,151,59,45,Yvrac-et-Malleyrand,54,16,7,530,0.1467661692,0.1552238806,0.0417910448,0.0119402985,0.0358208955,0.0208955224,0.0865671642,0.023880597,0.3164179104,0.2388059701,0.0059701493,0.047761194,0.0149253731,0.1122194514,0.4441176471,0.5558823529,164250001,4
OUEST,002,0001,2,Pres2007,103,89,85,nbVoix,Nombre de voix,11,3,1,6,2,9,0,20,29,2,2,0,103,92,87,36,51,14,11,Agudelle,54,17,0,111,0.1359223301,0.1294117647,0.0352941176,0.0117647059,0.0705882353,0.0235294118,0.1058823529,0,0.2352941176,0.3411764706,0.0235294118,0.0235294118,0,0.1067961165,0.5862068966,0.4137931034,170020001,5
OUEST,003,0001,2,Pres2007,641,544,536,nbVoix,Nombre de voix,93,30,8,9,9,24,18,176,139,0,27,3,641,553,526,301,225,97,88,Aigrefeuille-d'Aunis,54,17,7,3631,0.151326053,0.1735074627,0.0559701493,0.0149253731,0.0167910448,0.0167910448,0.0447761194,0.0335820896,0.328358209,0.2593283582,0,0.0503731343,0.0055970149,0.1372854914,0.427756654,0.572243346,170030001,3
OUEST,003,0002,2,Pres2007,610,507,501,nbVoix,Nombre de voix,84,28,4,8,12,42,9,144,139,0,19,12,610,517,502,252,250,103,93,Aigrefeuille-d'Aunis,54,17,7,3631,0.168852459,0.1676646707,0.0558882236,0.0079840319,0.0159680639,0.0239520958,0.0838323353,0.0179640719,0.2874251497,0.2774451098,0,0.0379241517,0.0239520958,0.1524590164,0.4980079681,0.5019920319,170030002,3
OUEST,003,0003,2,Pres2007,616,531,522,nbVoix,Nombre de voix,83,20,14,15,8,29,12,167,123,3,36,12,616,526,507,276,231,85,90,Aigrefeuille-d'Aunis,54,17,7,3631,0.137987013,0.1590038314,0.0383141762,0.0268199234,0.0287356322,0.0153256705,0.0555555556,0.0229885057,0.3199233716,0.2356321839,0.0057471264,0.0689655172,0.0229885057,0.1461038961,0.4556213018,0.5443786982,170030003,3
OUEST,003,0004,2,Pres2007,865,730,716,nbVoix,Nombre de voix,120,42,10,14,14,50,17,238,167,4,28,12,865,745,715,407,308,135,120,Aigrefeuille-d'Aunis,54,17,7,3631,0.1560693642,0.1675977654,0.0586592179,0.0139664804,0.0195530726,0.0195530726,0.0698324022,0.0237430168,0.3324022346,0.2332402235,0.0055865922,0.0391061453,0.0167597765,0.1387283237,0.4307692308,0.5692307692,170030004,3
OUEST,004,0001,2,Pres2007,230,200,198,nbVoix,Nombre de voix,44,8,4,1,1,18,1,38,70,0,10,3,230,205,201,73,128,30,25,Île-d'Aix,54,17,0,223,0.1304347826,0.2222222222,0.0404040404,0.0202020202,0.0050505051,0.0050505051,0.0909090909,0.0050505051,0.1919191919,0.3535353535,0,0.0505050505,0.0151515152,0.1086956522,0.6368159204,0.3631840796,170040001,2
OUEST,005,0001,2,Pres2007,148,132,130,nbVoix,Nombre de voix,22,5,2,2,1,15,6,29,44,1,2,1,148,137,131,59,72,16,11,Allas-Bocage,54,17,0,187,0.1081081081,0.1692307692,0.0384615385,0.0153846154,0.0153846154,0.0076923077,0.1153846154,0.0461538462,0.2230769231,0.3384615385,0.0076923077,0.0153846154,0.0076923077,0.0743243243,0.5496183206,0.4503816794,170050001,5
OUEST,006,0001,2,Pres2007,192,160,159,nbVoix,Nombre de voix,36,1,1,0,3,16,5,18,66,0,8,5,192,163,154,38,116,32,29,Allas-Champagne,54,17,0,235,0.1666666667,0.2264150943,0.0062893082,0.0062893082,0,0.0188679245,0.1006289308,0.0314465409,0.1132075472,0.4150943396,0,0.0503144654,0.0314465409,0.1510416667,0.7532467532,0.2467532468,170060001,6
OUEST,007,0001,2,Pres2007,209,197,194,nbVoix,Nombre de voix,34,10,4,3,4,20,16,52,39,2,7,3,209,195,183,84,99,12,14,Anais,54,17,7,299,0.0574162679,0.175257732,0.0515463918,0.0206185567,0.0154639175,0.0206185567,0.1030927835,0.0824742268,0.2680412371,0.2010309278,0.0103092784,0.0360824742,0.0154639175,0.0669856459,0.5409836066,0.4590163934,170070001,3
OUEST,008,0001,2,Pres2007,494,439,433,nbVoix,Nombre de voix,71,23,4,6,6,30,19,137,100,1,27,9,494,440,420,230,190,55,54,Andilly,54,17,7,1935,0.1113360324,0.1639722864,0.0531177829,0.0092378753,0.0138568129,0.0138568129,0.0692840647,0.0438799076,0.3163972286,0.2309468822,0.0023094688,0.0623556582,0.0207852194,0.1093117409,0.4523809524,0.5476190476,170080001,3
OUEST,008,0002,2,Pres2007,842,743,736,nbVoix,Nombre de voix,130,51,6,19,5,61,33,230,159,1,31,10,842,743,715,403,312,99,99,Andilly,54,17,7,1935,0.1175771971,0.1766304348,0.0692934783,0.0081521739,0.0258152174,0.0067934783,0.0828804348,0.0448369565,0.3125,0.2160326087,0.0013586957,0.0421195652,0.0135869565,0.1175771971,0.4363636364,0.5636363636,170080002,3
OUEST,009,0001,2,Pres2007,467,419,413,nbVoix,Nombre de voix,74,25,2,7,5,39,29,117,99,0,9,7,467,431,412,217,195,48,36,Angliers,54,17,7,784,0.1027837259,0.1791767554,0.0605326877,0.004842615,0.0169491525,0.0121065375,0.0944309927,0.0702179177,0.2832929782,0.2397094431,0,0.0217917676,0.0169491525,0.0770877944,0.4733009709,0.5266990291,170090001,3
OUEST,010,0001,2,Pres2007,1022,886,873,nbVoix,Nombre de voix,165,35,17,11,13,57,4,258,258,3,29,23,1024,897,858,434,424,136,127,Angoulins,54,17,7,3708,0.133072407,0.1890034364,0.040091638,0.0194730813,0.0126002291,0.0148911798,0.0652920962,0.0045819015,0.295532646,0.295532646,0.0034364261,0.0332187858,0.0263459336,0.1240234375,0.4941724942,0.5058275058,170100001,3
OUEST,010,0002,2,Pres2007,824,736,729,nbVoix,Nombre de voix,139,26,6,8,4,51,4,240,212,1,25,13,824,752,733,377,356,88,72,Angoulins,54,17,7,3708,0.1067961165,0.1906721536,0.0356652949,0.0082304527,0.0109739369,0.0054869684,0.0699588477,0.0054869684,0.329218107,0.2908093278,0.0013717421,0.0342935528,0.0178326475,0.0873786408,0.485675307,0.514324693,170100002,3
